WKT,NOME_MUNIC,PTCOTA,GEOCODIGO
"MULTIPOINT (-55.753164695682536 -13.732826169861745)",Nova Mutum,481,5106224
"MULTIPOINT (-55.594140307829129 -13.990038242855395)",Nova Mutum,531,5106224
"MULTIPOINT (-55.658133602529553 -13.96008457979725)",Nova Mutum,510,5106224
"MULTIPOINT (-55.922723305683704 -13.794226031135391)",Nova Mutum,477,5106224
"MULTIPOINT (-57.684047178306244 -14.910520017019147)",Nova Olímpia,261,5106232
"MULTIPOINT (-57.649061564499583 -14.798639188565385)",Nova Olímpia,470,5106232
"MULTIPOINT (-57.142564568006158 -14.626655203378286)",Nova Olímpia,520,5106232
"MULTIPOINT (-57.44173579043489 -14.732200154088355)",Nova Olímpia,524,5106232
"MULTIPOINT (-55.347901965468807 -12.950137464891743)",Nova Ubiratã,445,5106240
"MULTIPOINT (-55.158778842171095 -13.043634088699728)",Nova Ubiratã,451,5106240
"MULTIPOINT (-55.021893609513704 -13.610819420260924)",Nova Ubiratã,507,5106240
"MULTIPOINT (-54.214336488213505 -12.3836406305719)",Nova Ubiratã,346,5106240
"MULTIPOINT (-54.619697425243181 -12.543166377976464)",Nova Ubiratã,383,5106240
"MULTIPOINT (-54.619914555250958 -13.217935827963293)",Nova Ubiratã,414,5106240
"MULTIPOINT (-54.786232115894869 -12.966186127768832)",Nova Ubiratã,367,5106240
"MULTIPOINT (-55.246257317694088 -12.982219797008886)",Nova Ubiratã,454,5106240
"MULTIPOINT (-53.926513930571787 -12.14331709188661)",Nova Ubiratã,349,5106240
"MULTIPOINT (-51.721872041453068 -14.578702237975669)",Nova Xavantina,420,5106257
"MULTIPOINT (-52.48593105998804 -14.743732531050476)",Nova Xavantina,530,5106257
"MULTIPOINT (-52.452695185068315 -14.519265912541586)",Nova Xavantina,475,5106257
"MULTIPOINT (-52.727488750322969 -14.732453271380875)",Nova Xavantina,487,5106257
"MULTIPOINT (-53.317070027828102 -15.042330699154178)",Novo São Joaquim,603,5106281
"MULTIPOINT (-52.807810801393259 -14.957492672405714)",Novo São Joaquim,581,5106281
"MULTIPOINT (-53.27259721354924 -14.911970777772165)",Novo São Joaquim,524,5106281
"MULTIPOINT (-53.111560760059319 -14.950203849752516)",Novo São Joaquim,628,5106281
"MULTIPOINT (-54.076058462372863 -12.463738061572547)",Paranatinga,358,5106307
"MULTIPOINT (-54.072045564940233 -12.96547710690972)",Paranatinga,405,5106307
"MULTIPOINT (-54.610522142346852 -13.542385537533212)",Paranatinga,506,5106307
"MULTIPOINT (-54.448310755085032 -13.767041045421378)",Paranatinga,579,5106307
"MULTIPOINT (-54.190700368606819 -13.931459014507315)",Paranatinga,547,5106307
"MULTIPOINT (-54.065406835000502 -14.061496181139185)",Paranatinga,541,5106307
"MULTIPOINT (-54.391492954038171 -14.077070412770164)",Paranatinga,627,5106307
"MULTIPOINT (-54.587931708254914 -14.198772622058915)",Paranatinga,682,5106307
"MULTIPOINT (-54.246680655942008 -14.623187769498719)",Paranatinga,736,5106307
"MULTIPOINT (-54.747084527671603 -14.131129723541894)",Paranatinga,526,5106307
"MULTIPOINT (-53.93165227134859 -14.513660457737727)",Paranatinga,705,5106307
"MULTIPOINT (-53.769555765194994 -14.251945854874615)",Paranatinga,602,5106307
"MULTIPOINT (-53.521876497365987 -14.016388620722275)",Paranatinga,436,5106307
"MULTIPOINT (-53.804671743223352 -13.873771302231484)",Paranatinga,594,5106307
"MULTIPOINT (-53.889836274925948 -12.681902015604186)",Paranatinga,348,5106307
"MULTIPOINT (-53.803576361131732 -12.396168324777705)",Paranatinga,346,5106307
"MULTIPOINT (-50.738047343626768 -12.569173238312214)",Novo Santo Antônio,208,5106315
"MULTIPOINT (-51.111992275863869 -12.133052696421869)",Novo Santo Antônio,238,5106315
"MULTIPOINT (-54.731874965241879 -14.490766748258689)",Planalto da Serra,523,5106455
"MULTIPOINT (-57.053244880796321 -15.939103377098757)",Poconé,163,5106505
"MULTIPOINT (-56.590354701088913 -15.946704751253165)",Poconé,162,5106505
"MULTIPOINT (-53.026449125120855 -15.909359158347467)",Pontal do Araguaia,698,5106653
"MULTIPOINT (-59.102428630574067 -15.490711394511489)",Pontes e Lacerda,480,5106752
"MULTIPOINT (-59.454399822006032 -15.80132554827866)",Pontes e Lacerda,899,5106752
"MULTIPOINT (-59.417578537893711 -15.972489061023099)",Pontes e Lacerda,970,5106752
"MULTIPOINT (-53.883304104930389 -15.907658573729531)",Poxoréo,657,5107008
"MULTIPOINT (-53.96339913471045 -15.68615701243507)",Poxoréo,738,5107008
"MULTIPOINT (-54.181564324372239 -14.778931240724523)",Primavera do Leste,804,5107040
"MULTIPOINT (-54.28603070353568 -14.896215016380783)",Primavera do Leste,736,5107040
"MULTIPOINT (-54.503381240060072 -14.945925203409184)",Primavera do Leste,815,5107040
"MULTIPOINT (-54.140617405871325 -15.527977664588281)",Primavera do Leste,638,5107040
"MULTIPOINT (-52.390615846852853 -12.909177935520772)",Querência,391,5107065
"MULTIPOINT (-52.945335100561429 -12.522725758486816)",Querência,341,5107065
"MULTIPOINT (-52.565870477349172 -12.482885104556601)",Querência,343,5107065
"MULTIPOINT (-52.402324407895613 -12.306703521263518)",Querência,341,5107065
"MULTIPOINT (-52.575909626951159 -12.220428893105526)",Querência,342,5107065
"MULTIPOINT (-52.559367655860221 -12.688210951107131)",Querência,354,5107065
"MULTIPOINT (-52.090484877593013 -12.55231640503127)",Querência,362,5107065
"MULTIPOINT (-52.176605208617893 -12.003382532450978)",Querência,379,5107065
"MULTIPOINT (-53.125493904049073 -12.188514405187743)",Querência,330,5107065
"MULTIPOINT (-58.454403495909673 -14.756258375990122)",Reserva do Cabaçal,657,5107156
"MULTIPOINT (-58.568814983348361 -14.887306793393126)",Reserva do Cabaçal,650,5107156
"MULTIPOINT (-58.387917590096784 -14.971108044634514)",Reserva do Cabaçal,659,5107156
"MULTIPOINT (-51.814676838908333 -13.220116513171973)",Ribeirão Cascalheira,435,5107180
"MULTIPOINT (-51.076463466114987 -12.870568436795473)",Ribeirão Cascalheira,230,5107180
"MULTIPOINT (-51.575717282877036 -12.929933904503908)",Ribeirão Cascalheira,379,5107180
"MULTIPOINT (-51.948961710717313 -12.987821915037291)",Ribeirão Cascalheira,412,5107180
"MULTIPOINT (-51.960913471082264 -12.775696866833076)",Ribeirão Cascalheira,404,5107180
"MULTIPOINT (-51.5034080921059 -12.553289069504748)",Ribeirão Cascalheira,358,5107180
"MULTIPOINT (-51.097226501239334 -12.554771227069246)",Ribeirão Cascalheira,212,5107180
"MULTIPOINT (-54.870715081572222 -12.062068944597087)",Santa Carmem,383,5107248
"MULTIPOINT (-57.57271883219245 -14.403977491987382)",Santo Afonso,363,5107263
"MULTIPOINT (-57.317177800231875 -14.474633774733897)",Santo Afonso,327,5107263
"MULTIPOINT (-57.059940496913974 -13.81153629911206)",São José do Rio Claro,492,5107305
"MULTIPOINT (-56.580115972711994 -13.531296902139001)",São José do Rio Claro,345,5107305
"MULTIPOINT (-56.630667597292629 -13.503560614320934)",São José do Rio Claro,286,5107305
"MULTIPOINT (-56.971548911463742 -13.518923622099512)",São José do Rio Claro,370,5107305
"MULTIPOINT (-56.602048797498924 -13.626781318514606)",São José do Rio Claro,380,5107305
"MULTIPOINT (-56.552846979134998 -13.757533848783432)",São José do Rio Claro,425,5107305
"MULTIPOINT (-56.772108247715195 -15.251152719347147)",Rosário Oeste,869,5107701
"MULTIPOINT (-56.853534133246697 -15.438145197985852)",Rosário Oeste,898,5107701
"MULTIPOINT (-55.436975994787169 -14.507554474922532)",Rosário Oeste,370,5107701
"MULTIPOINT (-55.087814634899274 -14.403719236236121)",Rosário Oeste,450,5107701
"MULTIPOINT (-55.028623682919715 -14.264100431888787)",Rosário Oeste,608,5107701
"MULTIPOINT (-55.269637645204767 -13.837511335418693)",Santa Rita do Trivelato,530,5107768
"MULTIPOINT (-55.324801186526393 -13.926251317276588)",Santa Rita do Trivelato,545,5107768
"MULTIPOINT (-55.407247299075287 -14.050168115952737)",Santa Rita do Trivelato,552,5107768
"MULTIPOINT (-53.825553645906851 -15.01469408421451)",Santo Antônio do Leste,623,5107792
"MULTIPOINT (-53.481209165843438 -14.546776388248235)",Santo Antônio do Leste,562,5107792
"MULTIPOINT (-53.705770733899087 -14.716762714822968)",Santo Antônio do Leste,703,5107792
"MULTIPOINT (-53.440989719192551 -14.87740741328432)",Santo Antônio do Leste,669,5107792
"MULTIPOINT (-53.964704327847926 -14.920966015868821)",Santo Antônio do Leste,737,5107792
"MULTIPOINT (-56.090696071690452 -15.765625143143257)",Santo Antônio do Leverger,277,5107800
"MULTIPOINT (-55.587220176644017 -15.963149276936601)",Santo Antônio do Leverger,230,5107800
"MULTIPOINT (-55.448139527668346 -15.886137967097083)",Santo Antônio do Leverger,917,5107800
"MULTIPOINT (-58.790560375659325 -12.256318560749735)",Sapezal,368,5107875
"MULTIPOINT (-58.619512095128428 -12.48007718710137)",Sapezal,317,5107875
"MULTIPOINT (-58.748454589992008 -12.780797304679099)",Sapezal,487,5107875
"MULTIPOINT (-58.504059486771659 -12.690220537934206)",Sapezal,381,5107875
"MULTIPOINT (-58.485633085767397 -12.899055013027766)",Sapezal,417,5107875
"MULTIPOINT (-58.537046414104118 -12.94727529483759)",Sapezal,514,5107875
"MULTIPOINT (-58.623903134906719 -13.109377410878135)",Sapezal,509,5107875
"MULTIPOINT (-58.439146139317494 -13.110548564853357)",Sapezal,498,5107875
"MULTIPOINT (-58.564930797923928 -13.422408797029277)",Sapezal,539,5107875
"MULTIPOINT (-58.768014481812642 -13.396725689734948)",Sapezal,557,5107875
"MULTIPOINT (-58.941124085500498 -13.545961900007581)",Sapezal,560,5107875
"MULTIPOINT (-58.500021348826984 -13.607380593074549)",Sapezal,565,5107875
"MULTIPOINT (-58.385575091046803 -13.830322492845321)",Sapezal,595,5107875
"MULTIPOINT (-58.61828918912029 -13.726884709868969)",Sapezal,604,5107875
"MULTIPOINT (-58.371481805264906 -13.966394048523565)",Sapezal,623,5107875
"MULTIPOINT (-58.529008951325274 -13.989735173948795)",Sapezal,592,5107875
"MULTIPOINT (-58.595252266072883 -13.986070877233272)",Sapezal,630,5107875
"MULTIPOINT (-51.353856185539286 -12.248570656485743)",Serra Nova Dourada,250,5107883
"MULTIPOINT (-51.411698098401132 -12.027205557850539)",Serra Nova Dourada,445,5107883
"MULTIPOINT (-55.430151113298258 -12.060142865574857)",Sinop,399,5107909
"MULTIPOINT (-55.752983244721435 -12.042677926177682)",Sorriso,390,5107925
"MULTIPOINT (-55.664590101641558 -12.792572964398476)",Sorriso,405,5107925
"MULTIPOINT (-55.716386765047289 -12.448679734090124)",Sorriso,380,5107925
"MULTIPOINT (-55.619412842738754 -13.019372678047009)",Sorriso,416,5107925
"MULTIPOINT (-55.81470587210967 -13.230242894464087)",Sorriso,440,5107925
"MULTIPOINT (-55.968856571522224 -12.780604004825122)",Sorriso,415,5107925
"MULTIPOINT (-58.199428900718019 -14.135619272636319)",Tangará da Serra,658,5107958
"MULTIPOINT (-58.37933921824483 -14.309342806404905)",Tangará da Serra,645,5107958
"MULTIPOINT (-58.64725573412904 -14.225792352152443)",Tangará da Serra,668,5107958
"MULTIPOINT (-58.962879303532262 -14.516394916260678)",Tangará da Serra,742,5107958
"MULTIPOINT (-58.090753220257874 -14.401786399105681)",Tangará da Serra,706,5107958
"MULTIPOINT (-58.214479045564403 -14.517646519413706)",Tangará da Serra,679,5107958
"MULTIPOINT (-58.795553969719386 -14.599564830963043)",Tangará da Serra,812,5107958
"MULTIPOINT (-58.349992922159267 -14.677003221290329)",Tangará da Serra,695,5107958
"MULTIPOINT (-58.213266830554495 -14.676392909157444)",Tangará da Serra,619,5107958
"MULTIPOINT (-57.395361321782637 -14.561082297087236)",Tangará da Serra,370,5107958
"MULTIPOINT (-57.929546659202991 -14.398105528148395)",Tangará da Serra,658,5107958
"MULTIPOINT (-57.910265146011533 -14.517348827781017)",Tangará da Serra,456,5107958
"MULTIPOINT (-56.417237905315474 -12.41664247407309)",Tapurah,337,5108006
"MULTIPOINT (-56.835039556645022 -12.434962099200964)",Tapurah,355,5108006
"MULTIPOINT (-56.211137203419163 -12.507891795239749)",Tapurah,379,5108006
"MULTIPOINT (-56.653840492919358 -12.781506011795924)",Tapurah,378,5108006
"MULTIPOINT (-53.092808519216838 -15.842987058677283)",Tesouro,508,5108105
"MULTIPOINT (-58.97202848117351 -14.829808382133935)",Vale de São Domingos,705,5108352
"MULTIPOINT (-56.297234426417049 -15.547697666286004)",Várzea Grande,248,5108402
"MULTIPOINT (-55.42697336864839 -12.359579409403917)",Vera,370,5108501
"MULTIPOINT (-55.353009948077833 -12.547895709107355)",Vera,407,5108501
"MULTIPOINT (-55.352065454206098 -12.68122924118639)",Vera,421,5108501
"MULTIPOINT (-57.56056303770383 -14.186328942411794)",Nova Marilândia,646,5108857
"MULTIPOINT (-57.546812352654776 -12.153769700853758)",Nova Maringá,255,5108907
"MULTIPOINT (-57.313709690299696 -12.219739612809658)",Nova Maringá,332,5108907
"MULTIPOINT (-57.148660692953889 -12.05765731592073)",Nova Maringá,233,5108907
"MULTIPOINT (-57.143827579128924 -12.319873183466694)",Nova Maringá,365,5108907
"MULTIPOINT (-57.494531600976764 -13.259582373824486)",Nova Maringá,368,5108907
"MULTIPOINT (-57.233171651455592 -12.517436517698235)",Nova Maringá,384,5108907
"MULTIPOINT (-57.119942440136455 -12.677678953226691)",Nova Maringá,394,5108907
"MULTIPOINT (-57.139513510619203 -12.815203414688911)",Nova Maringá,405,5108907
"MULTIPOINT (-57.017198266381563 -12.884883190066617)",Nova Maringá,345,5108907
"MULTIPOINT (-57.190991393912896 -12.974993232583298)",Nova Maringá,301,5108907
"MULTIPOINT (-57.020696143788868 -13.05167439148749)",Nova Maringá,430,5108907
"MULTIPOINT (-57.34198909851515 -13.116996405749994)",Nova Maringá,360,5108907
"MULTIPOINT (-57.116744966426033 -13.504588207095493)",Nova Maringá,449,5108907
"MULTIPOINT (-56.925976138197051 -12.903820131268862)",Nova Maringá,366,5108907
"MULTIPOINT (-56.989233375977292 -13.264143500390306)",Nova Maringá,385,5108907
"MULTIPOINT (-47.708378139749428 -14.711698434574787)",Água Fria de Goiás,1245,5200175
"MULTIPOINT (-47.92498467657272 -14.887122832327329)",Água Fria de Goiás,1328,5200175
"MULTIPOINT (-47.503070274242539 -14.79195930444126)",Água Fria de Goiás,1272,5200175
"MULTIPOINT (-49.417323039305607 -14.141503725781188)",Alto Horizonte,528,5200555
"MULTIPOINT (-47.485601648945135 -13.994701002908513)",Alto Paraíso de Goiás,1691,5200605
"MULTIPOINT (-47.50866858035328 -14.01677023462282)",Alto Paraíso de Goiás,1676,5200605
"MULTIPOINT (-47.637127563990809 -14.189671951168794)",Alto Paraíso de Goiás,1388,5200605
"MULTIPOINT (-47.457088030344323 -14.139511410758303)",Alto Paraíso de Goiás,1518,5200605
"MULTIPOINT (-47.245836776848989 -14.114471284498979)",Alto Paraíso de Goiás,589,5200605
"MULTIPOINT (-47.565719381102227 -14.336169181499399)",Alto Paraíso de Goiás,1170,5200605
"MULTIPOINT (-47.615096294947449 -14.370696070218425)",Alto Paraíso de Goiás,1203,5200605
"MULTIPOINT (-46.534816162133993 -14.539814119644873)",Alvorada do Norte,570,5200803
"MULTIPOINT (-49.845652205426497 -13.875638329666769)",Amaralina,580,5200829
"MULTIPOINT (-50.27322167919553 -15.160666163353063)",Araguapaz,620,5202155
"MULTIPOINT (-50.893827937677955 -15.211103314233322)",Aruanã,558,5202502
"MULTIPOINT (-51.047232472930652 -14.923528991644083)",Aruanã,286,5202502
"MULTIPOINT (-48.758910278617016 -14.69626092583923)",Barro Alto,1149,5203203
"MULTIPOINT (-50.028085484503016 -13.604289509860891)",Bonópolis,347,5203575
"MULTIPOINT (-49.555439527887735 -13.541070008878767)",Bonópolis,749,5203575
"MULTIPOINT (-48.714995289655455 -13.907287907841223)",Campinaçu,1138,5204656
"MULTIPOINT (-49.178936503922586 -14.135957861951448)",Campinorte,833,5204706
"MULTIPOINT (-47.535238813809706 -13.552321609548255)",Cavalcante,1326,5205307
"MULTIPOINT (-47.468330523930561 -13.483965323740504)",Cavalcante,1376,5205307
"MULTIPOINT (-47.655629684616372 -14.01807261579069)",Cavalcante,1532,5205307
"MULTIPOINT (-47.751858414094698 -14.038596172246894)",Cavalcante,1030,5205307
"MULTIPOINT (-47.81048308174686 -13.985768383012536)",Cavalcante,604,5205307
"MULTIPOINT (-49.588707205355227 -15.241485045162124)",Ceres,908,5205406
"MULTIPOINT (-48.818416924298091 -15.617651716937171)",Cocalzinho de Goiás,1246,5205513
"MULTIPOINT (-48.674972227946988 -15.857324218738759)",Cocalzinho de Goiás,1260,5205513
"MULTIPOINT (-48.420043710649793 -15.833474443956066)",Cocalzinho de Goiás,1102,5205513
"MULTIPOINT (-48.159319949051209 -13.843345701055277)",Colinas do Sul,1095,5205521
"MULTIPOINT (-48.809038886485823 -15.840172496295486)",Corumbá de Goiás,1239,5205802
"MULTIPOINT (-49.869491637920618 -14.845365823604412)",Crixás,814,5206404
"MULTIPOINT (-50.08940996351803 -14.815301838086583)",Crixás,639,5206404
"MULTIPOINT (-50.098823666773669 -14.363863373449037)",Crixás,580,5206404
"MULTIPOINT (-50.327673800753743 -15.54793673933572)",Faina,860,5207535
"MULTIPOINT (-50.547867075428755 -15.355515676868961)",Faina,638,5207535
"MULTIPOINT (-47.135124120432693 -14.255685827171609)",Flores de Goiás,522,5207907
"MULTIPOINT (-46.957197918738906 -14.319323627487929)",Flores de Goiás,453,5207907
"MULTIPOINT (-46.959901929509833 -14.124916297704422)",Flores de Goiás,471,5207907
"MULTIPOINT (-46.863705070181474 -14.468765016015876)",Flores de Goiás,408,5207907
"MULTIPOINT (-46.959332708719373 -14.972296961916349)",Flores de Goiás,1046,5207907
"MULTIPOINT (-46.732845696947862 -14.776397092679423)",Flores de Goiás,1014,5207907
"MULTIPOINT (-46.574981383722807 -15.021384219475193)",Flores de Goiás,1018,5207907
"MULTIPOINT (-47.268381734040773 -15.95051189625749)",Formosa,962,5208004
"MULTIPOINT (-47.231218740173169 -15.660016326880358)",Formosa,1028,5208004
"MULTIPOINT (-47.46443433074851 -15.452244364660809)",Formosa,1227,5208004
"MULTIPOINT (-46.427538917604764 -13.340922215454476)",Divinópolis de Goiás,780,5208301
"MULTIPOINT (-46.653457877732649 -13.249589741523284)",Divinópolis de Goiás,538,5208301
"MULTIPOINT (-46.512989951282385 -13.375946136847007)",Divinópolis de Goiás,698,5208301
"MULTIPOINT (-49.187302425093471 -15.27368620000334)",Goianésia,1130,5208608
"MULTIPOINT (-50.004856921367548 -15.925384347348523)",Goiás,1059,5208905
"MULTIPOINT (-46.643403872483006 -13.894764526028711)",Guarani de Goiás,585,5209408
"MULTIPOINT (-46.354725862834037 -13.99546733106537)",Guarani de Goiás,1060,5209408
"MULTIPOINT (-49.74771519254702 -15.790642112854526)",Heitoraí,1092,5209606
"MULTIPOINT (-49.323419626384556 -14.695027792743401)",Hidrolina,910,5209804
"MULTIPOINT (-46.781261048780351 -14.099611684745495)",Iaciara,611,5209903
"MULTIPOINT (-49.77344384314484 -15.026996472921851)",Itapaci,921,5210901
"MULTIPOINT (-49.622917813007717 -14.820856629463609)",Itapaci,1071,5210901
"MULTIPOINT (-50.739457052261557 -15.693069573488883)",Itapirapuã,551,5211008
"MULTIPOINT (-50.595191167680184 -15.965802703986581)",Itapirapuã,630,5211008
"MULTIPOINT (-49.531303929341895 -15.578426595218692)",Jaraguá,930,5211800
"MULTIPOINT (-49.195077797858524 -15.66813372162793)",Jaraguá,1039,5211800
"MULTIPOINT (-51.462600083040456 -15.215528298072869)",Jussara,288,5212204
"MULTIPOINT (-49.239496559697798 -13.924292947094868)",Mara Rosa,649,5212808
"MULTIPOINT (-48.605763090816986 -15.085132078091771)",Mimoso de Goiás,1130,5213053
"MULTIPOINT (-48.251350775038809 -15.073646391289307)",Mimoso de Goiás,740,5213053
"MULTIPOINT (-48.42400402942652 -14.949563438431369)",Mimoso de Goiás,1146,5213053
"MULTIPOINT (-48.08811469425153 -14.907045557479764)",Mimoso de Goiás,1358,5213053
"MULTIPOINT (-48.602589873715708 -13.567212521453577)",Minaçu,1015,5213087
"MULTIPOINT (-48.507172961828388 -13.468464654442663)",Minaçu,1010,5213087
"MULTIPOINT (-47.204109462431546 -13.268375551999673)",Monte Alegre de Goiás,1020,5213509
"MULTIPOINT (-46.519169735657655 -13.026629113589802)",Monte Alegre de Goiás,834,5213509
"MULTIPOINT (-46.868344253743757 -13.143063541948379)",Monte Alegre de Goiás,1077,5213509
"MULTIPOINT (-51.669031040597403 -15.525396065078104)",Montes Claros de Goiás,507,5213707
"MULTIPOINT (-48.824761371154189 -13.124509436825475)",Montividiu do Norte,347,5213772
"MULTIPOINT (-48.775698032935495 -12.952332165851734)",Montividiu do Norte,572,5213772
"MULTIPOINT (-50.043506367912315 -15.293068142961406)",Morro Agudo de Goiás,940,5213855
"MULTIPOINT (-50.794735610157375 -14.723958773109389)",Mozarlândia,258,5214002
"MULTIPOINT (-50.695125463634838 -14.859418583252397)",Mozarlândia,590,5214002
"MULTIPOINT (-50.015404194993081 -13.794064670363312)",Mundo Novo,330,5214051
"MULTIPOINT (-50.312088492011746 -13.93261377990626)",Mundo Novo,323,5214051
"MULTIPOINT (-47.925608337025245 -14.644922454566009)",Niquelândia,1175,5214606
"MULTIPOINT (-47.891541719677747 -14.4033939733328)",Niquelândia,1079,5214606
"MULTIPOINT (-47.940540230866439 -14.542848669699859)",Niquelândia,1140,5214606
"MULTIPOINT (-47.916951815854112 -14.76985554917043)",Niquelândia,1144,5214606
"MULTIPOINT (-48.272226112363391 -14.654490475761841)",Niquelândia,1180,5214606
"MULTIPOINT (-48.495624390862595 -14.679166459615161)",Niquelândia,1220,5214606
"MULTIPOINT (-48.349916337174946 -14.81416827239045)",Niquelândia,1148,5214606
"MULTIPOINT (-48.540918946351184 -14.333718652050502)",Niquelândia,1061,5214606
"MULTIPOINT (-48.335186963706541 -14.010967023840813)",Niquelândia,1032,5214606
"MULTIPOINT (-48.397073155795013 -14.325439820672891)",Niquelândia,1133,5214606
"MULTIPOINT (-48.384745798856649 -14.186809683628866)",Niquelândia,991,5214606
"MULTIPOINT (-50.412030640537566 -14.683632010795611)",Nova Crixás,378,5214838
"MULTIPOINT (-50.709677624216866 -14.041895897141405)",Nova Crixás,337,5214838
"MULTIPOINT (-50.441193025514728 -14.378450961099885)",Nova Crixás,327,5214838
"MULTIPOINT (-50.5908698657027 -13.742452364103862)",Nova Crixás,330,5214838
"MULTIPOINT (-49.193934210320961 -14.37431659639198)",Nova Iguaçu de Goiás,846,5214879
"MULTIPOINT (-47.171520777127483 -13.708191781252866)",Nova Roma,1150,5214903
"MULTIPOINT (-47.097476102642851 -13.92342231180562)",Nova Roma,1318,5214903
"MULTIPOINT (-48.275737616783474 -15.566712429930885)",Padre Bernardo,1345,5215603
"MULTIPOINT (-48.206418083122344 -15.489038650713722)",Padre Bernardo,1060,5215603
"MULTIPOINT (-48.314832100524619 -15.346970928103335)",Padre Bernardo,1053,5215603
"MULTIPOINT (-49.063517606441771 -15.877161491964966)",Pirenópolis,1128,5217302
"MULTIPOINT (-47.889037393461251 -15.130071517104794)",Planaltina,935,5217609
"MULTIPOINT (-47.609766017426161 -15.153435412205955)",Planaltina,1289,5217609
"MULTIPOINT (-47.725994788863204 -15.375197707679323)",Planaltina,1211,5217609
"MULTIPOINT (-49.313345155433502 -13.291117984818374)",Porangatu,796,5218003
"MULTIPOINT (-49.072794186609684 -13.341619554224986)",Porangatu,684,5218003
"MULTIPOINT (-49.012532964052042 -13.075453978041777)",Porangatu,620,5218003
"MULTIPOINT (-51.144914039433544 -15.793825668643677)",Santa Fé de Goiás,672,5219258
"MULTIPOINT (-51.129225035374496 -15.511758436442173)",Santa Fé de Goiás,336,5219258
"MULTIPOINT (-49.004242649050155 -15.068727043253618)",Santa Rita do Novo Destino,1472,5219456
"MULTIPOINT (-48.919314569635283 -14.815859437895998)",Santa Rita do Novo Destino,1070,5219456
"MULTIPOINT (-49.007204648288827 -13.628062826263928)",Santa Tereza de Goiás,770,5219605
"MULTIPOINT (-49.739556315321707 -14.342896506619706)",Santa Terezinha de Goiás,530,5219704
"MULTIPOINT (-46.408392382007385 -13.08283861278872)",São Domingos,1055,5219803
"MULTIPOINT (-46.31597772686456 -13.300433736432639)",São Domingos,1028,5219803
"MULTIPOINT (-46.636479357675832 -13.416046235450459)",São Domingos,488,5219803
"MULTIPOINT (-46.696422137357395 -13.679820439831065)",São Domingos,551,5219803
"MULTIPOINT (-46.384647447027305 -13.646915955205372)",São Domingos,783,5219803
"MULTIPOINT (-47.763575640565719 -14.495456023119813)",São João d'Aliança,1208,5220009
"MULTIPOINT (-47.430315997535878 -14.606827855841816)",São João d'Aliança,1185,5220009
"MULTIPOINT (-47.442994737325982 -14.672023003707951)",São João d'Aliança,1235,5220009
"MULTIPOINT (-47.320436093239778 -14.518148122715477)",São João d'Aliança,593,5220009
"MULTIPOINT (-47.361228022505379 -14.671768231403492)",São João d'Aliança,564,5220009
"MULTIPOINT (-50.539853792564237 -13.301430559387404)",São Miguel do Araguaia,242,5220207
"MULTIPOINT (-50.214649519120343 -13.325773183047913)",São Miguel do Araguaia,405,5220207
"MULTIPOINT (-50.069953316145764 -13.16546284030704)",São Miguel do Araguaia,459,5220207
"MULTIPOINT (-49.908018626849632 -13.367195845030084)",São Miguel do Araguaia,295,5220207
"MULTIPOINT (-50.28173832737167 -12.903404367781288)",São Miguel do Araguaia,262,5220207
"MULTIPOINT (-50.371889435967013 -12.661454650413086)",São Miguel do Araguaia,215,5220207
"MULTIPOINT (-46.480984266973444 -14.674659170474976)",Sítio d'Abadia,1021,5220702
"MULTIPOINT (-49.919032544186194 -14.17331142374614)",Uirapuru,690,5221577
"MULTIPOINT (-47.019072638328204 -15.128389696238589)",Vila Boa,522,5222203
"MULTIPOINT (-47.15017095114176 -14.835515862621282)",Vila Boa,580,5222203
"MULTIPOINT (-48.685289918778814 -15.391427944904285)",Vila Propício,1061,5222302
"MULTIPOINT (-48.780850506929696 -15.306150233637556)",Vila Propício,1020,5222302
"MULTIPOINT (-48.79299238194853 -15.482526130749592)",Vila Propício,1105,5222302
"MULTIPOINT (-47.621925810815128 -15.858606759617834)",Brasília,1056,5300108
"MULTIPOINT (-47.970813637339099 -15.978380869133296)",Brasília,1205,5300108
"MULTIPOINT (-47.904208939213632 -15.996120748636326)",Brasília,1210,5300108
"MULTIPOINT (-47.86037144808865 -15.926389721662261)",Brasília,1173,5300108
"MULTIPOINT (-47.900660240277077 -15.648820221282241)",Brasília,1301,5300108
"MULTIPOINT (-48.054348409829181 -15.910647863119703)",Brasília,1260,5300108
"MULTIPOINT (-63.138402750537516 -10.096928709311138)",Ariquemes,163,1100023
"MULTIPOINT (-63.282263456989995 -9.966768894232244)",Ariquemes,320,1100023
"MULTIPOINT (-61.302491058540149 -11.335000732009657)",Cacoal,283,1100049
"MULTIPOINT (-61.105258559923222 -11.332095995415887)",Cacoal,325,1100049
"MULTIPOINT (-60.727763697272465 -11.240063379846045)",Espigão D'Oeste,477,1100098
"MULTIPOINT (-60.733470423617362 -11.07525753623332)",Espigão D'Oeste,337,1100098
"MULTIPOINT (-64.772646250921056 -11.914418332608053)",Guajará-Mirim,170,1100106
"MULTIPOINT (-64.416393269266365 -11.746697006260808)",Guajará-Mirim,210,1100106
"MULTIPOINT (-63.718228555056427 -11.572018194986128)",Guajará-Mirim,550,1100106
"MULTIPOINT (-64.235507088495609 -11.726308078118626)",Guajará-Mirim,525,1100106
