WKT,NOME_MUNIC,PTCOTA,GEOCODIGO
"MULTIPOINT (-42.126430576108781 -18.117855181397388)",Água Boa,875,3100609
"MULTIPOINT (-42.194638638838427 -18.042730828343096)",Água Boa,680,3100609
"MULTIPOINT (-42.321905532460022 -18.053841802569803)",Água Boa,590,3100609
"MULTIPOINT (-43.370667307383997 -17.783914086585046)",Diamantina,1023,3121605
"MULTIPOINT (-42.705535804513119 -18.13723252053893)",Frei Lagonegro,920,3126950
"MULTIPOINT (-42.635497488101919 -17.728057155905791)",Itamarandiba,887,3132503
"MULTIPOINT (-42.749823162447633 -18.016002695022728)",Itamarandiba,1658,3132503
"MULTIPOINT (-42.807541137383495 -17.849031131578769)",Itamarandiba,1076,3132503
"MULTIPOINT (-42.926836937000289 -18.021081130341329)",Itamarandiba,1382,3132503
"MULTIPOINT (-43.051850530347366 -18.072996063249569)",Itamarandiba,1618,3132503
"MULTIPOINT (-43.145987669136737 -18.324520324675188)",Rio Vermelho,940,3156007
"MULTIPOINT (-42.415864084526959 -18.070199577915396)",Santa Maria do Suaçuí,717,3158201
"MULTIPOINT (-42.364699642271184 -18.181673382692523)",Santa Maria do Suaçuí,760,3158201
"MULTIPOINT (-42.304982821546865 -18.303325496569176)",Santa Maria do Suaçuí,935,3158201
"MULTIPOINT (-42.101333068062054 -18.324933828222917)",São José da Safira,545,3163003
"MULTIPOINT (-43.259191663019308 -17.952574057808992)",Senador Modestino Gonçalves,841,3165909
"MULTIPOINT (-51.04440180803099 -21.574894565180461)",Adamantina,437,3500105
"MULTIPOINT (-51.060333037246735 -21.706650736386091)",Adamantina,478,3500105
"MULTIPOINT (-48.812267283698631 -24.517924559683031)",Apiaí,1161,3502705
"MULTIPOINT (-48.697137143663518 -24.391001376117142)",Apiaí,1089,3502705
"MULTIPOINT (-49.185791733628825 -24.389423003968346)",Barra do Chapéu,1334,3505351
"MULTIPOINT (-51.186901520984904 -21.980111653535793)",Caiabu,505,3508900
"MULTIPOINT (-52.069849333857718 -21.990735478358513)",Caiuá,446,3509106
"MULTIPOINT (-51.964178489850255 -21.903277904493656)",Caiuá,442,3509106
"MULTIPOINT (-51.908345896667633 -21.657114957831766)",Caiuá,382,3509106
"MULTIPOINT (-48.154928835954294 -25.152234741502138)",Cananéia,1090,3509908
"MULTIPOINT (-47.849598090718651 -24.842899887925444)",Cananéia,692,3509908
"MULTIPOINT (-51.516391883239564 -20.967454672027721)",Castilho,352,3511003
"MULTIPOINT (-51.54477896391176 -21.601766101056189)",Dracena,409,3514403
"MULTIPOINT (-51.53823443869355 -21.480346690276534)",Dracena,417,3514403
"MULTIPOINT (-52.705714599884104 -22.528199747017901)",Euclides da Cunha Paulista,392,3515350
"MULTIPOINT (-51.325948208121254 -21.662581191921674)",Flora Rica,415,3515806
"MULTIPOINT (-51.17041716079892 -21.486474996028843)",Flórida Paulista,425,3516002
"MULTIPOINT (-51.327917564014797 -21.119016884697103)",Guaraçaí,425,3517802
"MULTIPOINT (-51.231905147823952 -21.00525688644117)",Guaraçaí,457,3517802
"MULTIPOINT (-51.166871013947997 -20.981396115697258)",Guaraçaí,445,3517802
"MULTIPOINT (-47.319350454517959 -24.405659303394984)",Iguape,1132,3520301
"MULTIPOINT (-47.259260976360949 -24.530281072027883)",Iguape,870,3520301
"MULTIPOINT (-47.514415788409863 -24.669021944596132)",Iguape,490,3520301
"MULTIPOINT (-51.367818206853009 -21.367497489561035)",Junqueirópolis,405,3526001
"MULTIPOINT (-51.141602899785916 -21.788625420411247)",Mariápolis,439,3528908
"MULTIPOINT (-51.141602899785916 -21.788625420411247)",Mariápolis,439,3528908
"MULTIPOINT (-51.11432654582309 -22.011811428081458)",Martinópolis,508,3529203
"MULTIPOINT (-51.074617605106582 -22.321185320576937)",Martinópolis,589,3529203
"MULTIPOINT (-47.175427738371347 -24.042123382500836)",Miracatu,839,3529906
"MULTIPOINT (-52.020062277540958 -22.307170237772954)",Mirante do Paranapanema,432,3530201
"MULTIPOINT (-48.988685014264661 -24.271456557185633)",Nova Campina,1097,3532827
"MULTIPOINT (-51.850905624707693 -21.495608003108934)",Panorama,390,3535408
"MULTIPOINT (-51.81987315180271 -21.16751781386424)",Paulicéia,290,3536406
"MULTIPOINT (-47.058302664203978 -24.189625954065654)",Peruíbe,870,3537602
"MULTIPOINT (-51.616688238957572 -22.108933499979997)",Presidente Bernardes,407,3541208
"MULTIPOINT (-52.206182675460198 -22.018017701698913)",Presidente Epitácio,423,3541307
"MULTIPOINT (-51.317725277079781 -21.945237303706215)",Presidente Prudente,545,3541406
"MULTIPOINT (-51.79696823848986 -21.900721915305688)",Presidente Venceslau,459,3541505
"MULTIPOINT (-51.785212167583943 -21.744727857394633)",Presidente Venceslau,408,3541505
"MULTIPOINT (-48.388649174410752 -24.208231929924921)",Ribeirão Grande,1050,3543253
"MULTIPOINT (-51.688135131449371 -21.314450777886556)",Santa Mercedes,425,3547106
"MULTIPOINT (-51.609877211814812 -21.974175190171199)",Santo Anastácio,482,3547700
"MULTIPOINT (-51.609877211814812 -21.974175190171199)",Santo Anastácio,482,3547700
"MULTIPOINT (-51.675265853410963 -21.961534907776386)",Santo Anastácio,467,3547700
"MULTIPOINT (-46.762252539391959 -24.002911190535325)",São Paulo,866,3550308
"MULTIPOINT (-47.990666158654157 -24.208732272415315)",Sete Barras,1003,3551801
"MULTIPOINT (-51.399858199848545 -22.607100602561278)",Taciba,423,3552908
"MULTIPOINT (-52.573767194378448 -22.338962324213661)",Teodoro Sampaio,385,3554300
"MULTIPOINT (-52.463583738656887 -22.40906151581439)",Teodoro Sampaio,472,3554300
"MULTIPOINT (-52.229335875138858 -22.596102014294967)",Teodoro Sampaio,350,3554300
"MULTIPOINT (-48.65710012880168 -24.864080120984706)",Adrianópolis,1225,4100202
"MULTIPOINT (-49.366502388249046 -26.058001798535649)",Agudos do Sul,998,4100301
"MULTIPOINT (-49.355920635592625 -25.983239847616041)",Agudos do Sul,935,4100301
"MULTIPOINT (-52.673004881210765 -24.814508290959186)",Altamira do Paraná,616,4100459
"MULTIPOINT (-53.893655055030379 -23.889720709199569)",Altônia,395,4100509
"MULTIPOINT (-53.437376078158664 -24.097362463584005)",Alto Piquiri,415,4100707
"MULTIPOINT (-48.825659506833134 -25.149274647915412)",Antonina,1298,4101200
"MULTIPOINT (-48.82104251470755 -25.240895566494583)",Antonina,1856,4101200
"MULTIPOINT (-48.596332174571494 -25.414650970353076)",Antonina,762,4101200
"MULTIPOINT (-50.210189823671051 -25.941533605626006)",Antônio Olinto,910,4101309
"MULTIPOINT (-50.144345466313645 -24.227721801043465)",Arapoti,960,4101606
"MULTIPOINT (-49.859817291970892 -24.116604087451027)",Arapoti,932,4101606
"MULTIPOINT (-52.667494446794137 -23.949093998824907)",Araruna,624,4101705
"MULTIPOINT (-52.480017538623571 -23.911432197099714)",Araruna,621,4101705
"MULTIPOINT (-53.632395948296427 -24.439664722721421)",Assis Chateaubriand,404,4102000
"MULTIPOINT (-53.649993773502288 -24.572653043480223)",Assis Chateaubriand,502,4102000
"MULTIPOINT (-51.172096522559421 -23.067678251943565)",Bela Vista do Paraíso,634,4102802
"MULTIPOINT (-52.806200985411664 -24.313315003159023)",Boa Esperança,602,4103008
"MULTIPOINT (-51.704404144446499 -24.987421334177554)",Boa Ventura de São Roque,1098,4103040
"MULTIPOINT (-51.803758896263503 -23.768253906081345)",Bom Sucesso,583,4103206
"MULTIPOINT (-53.30007875218211 -24.639840054697917)",Cafelândia,613,4103453
"MULTIPOINT (-51.214164016352299 -23.185644515966072)",Cambé,671,4103701
"MULTIPOINT (-51.80643216653317 -25.165137707373766)",Campina do Simão,1215,4103958
"MULTIPOINT (-53.018426886172406 -24.922743833519682)",Campo Bonito,735,4104055
"MULTIPOINT (-49.617179658030828 -25.16951472551554)",Campo Largo,911,4104204
"MULTIPOINT (-49.445567720601069 -25.470790631910056)",Campo Largo,985,4104204
"MULTIPOINT (-52.431950791481782 -24.107355399904215)",Campo Mourão,718,4104303
"MULTIPOINT (-51.150099473704671 -24.725844267126163)",Cândido de Abreu,849,4104402
"MULTIPOINT (-51.223581603221973 -24.452112174758181)",Cândido de Abreu,1055,4104402
"MULTIPOINT (-51.824314715979348 -25.465461206483234)",Candói,991,4104428
"MULTIPOINT (-52.145970418799386 -25.225531304306411)",Cantagalo,1149,4104451
"MULTIPOINT (-50.06775356321738 -24.802408196667738)",Castro,1216,4104907
"MULTIPOINT (-49.645553091164295 -24.639917619720972)",Castro,1153,4104907
"MULTIPOINT (-49.80557670982752 -24.938948330781002)",Castro,1175,4104907
"MULTIPOINT (-49.718708371932301 -24.936873552124801)",Castro,1138,4104907
"MULTIPOINT (-49.206347064311167 -24.903650164239167)",Cerro Azul,1230,4105201
"MULTIPOINT (-49.229329970049029 -25.267226600256063)",Colombo,1206,4105805
"MULTIPOINT (-51.982948604363415 -22.891105208077889)",Colorado,433,4105904
"MULTIPOINT (-49.454572761746313 -25.728185168227373)",Contenda,983,4106209
"MULTIPOINT (-51.974579186249805 -26.188909893442496)",Coronel Domingos Soares,1160,4106456
"MULTIPOINT (-53.062696017954373 -23.831487884367657)",Cruzeiro do Oeste,470,4106605
"MULTIPOINT (-53.05975612916307 -23.630691042699702)",Cruzeiro do Oeste,449,4106605
"MULTIPOINT (-52.209941529463016 -23.021302333062394)",Cruzeiro do Sul,518,4106704
"MULTIPOINT (-49.226831585125055 -25.371037405315217)",Curitiba,962,4106902
"MULTIPOINT (-49.228338371702655 -25.461017595761408)",Curitiba,913,4106902
"MULTIPOINT (-51.256106384847769 -24.015840106586989)",Faxinal,1040,4107603
"MULTIPOINT (-50.475502867462829 -25.653750957340591)",Fernandes Pinheiro,1029,4107736
"MULTIPOINT (-53.877448220569761 -24.084360923064935)",Francisco Alves,358,4108320
"MULTIPOINT (-52.061674059869432 -25.647416695997205)",Foz do Jordão,916,4108452
"MULTIPOINT (-52.026516164254105 -25.121536099135454)",Goioxim,1162,4108650
"MULTIPOINT (-50.770782469223199 -25.247031802475139)",Guamiranga,1066,4108957
"MULTIPOINT (-50.845543434210278 -25.14934088104976)",Guamiranga,956,4108957
"MULTIPOINT (-51.314088140008081 -25.121901263993845)",Guarapuava,1252,4109401
"MULTIPOINT (-51.252025423706833 -25.203922577483972)",Guarapuava,1335,4109401
"MULTIPOINT (-51.715378933949331 -25.292204065756099)",Guarapuava,1084,4109401
"MULTIPOINT (-51.676521904328531 -25.406822250079411)",Guarapuava,1016,4109401
"MULTIPOINT (-51.508196290649209 -25.485764113046507)",Guarapuava,1092,4109401
"MULTIPOINT (-51.181873618602289 -25.430530491420104)",Guarapuava,1269,4109401
"MULTIPOINT (-48.487737824608509 -25.299119085778788)",Guaraqueçaba,734,4109500
"MULTIPOINT (-48.520438646964863 -25.108340730195962)",Guaraqueçaba,1532,4109500
"MULTIPOINT (-48.631366791697126 -25.75470255484143)",Guaratuba,838,4109609
"MULTIPOINT (-48.601169773692469 -25.919948655485378)",Guaratuba,9,4109609
"MULTIPOINT (-51.811928941201771 -23.167019506630865)",Iguaraçu,630,4110003
"MULTIPOINT (-53.093537708967176 -24.728151387004829)",Iguatu,603,4110052
"MULTIPOINT (-50.723792927256035 -24.427765510158473)",Imbaú,920,4110078
"MULTIPOINT (-50.52449630449069 -25.148924579906549)",Imbituva,962,4110102
"MULTIPOINT (-51.346388341669233 -25.690745087453212)",Inácio Martins,1369,4110201
"MULTIPOINT (-50.919881573357713 -25.500443876596965)",Irati,1010,4110706
"MULTIPOINT (-50.603148309844727 -25.489564876906954)",Irati,988,4110706
"MULTIPOINT (-52.087121843807203 -24.374816345857539)",Iretama,651,4110805
"MULTIPOINT (-50.905360771399657 -25.031039734387051)",Ivaí,977,4111407
"MULTIPOINT (-51.593012099724262 -23.071389090524534)",Jaguapitã,590,4111902
"MULTIPOINT (-49.661492172164444 -24.3354380582097)",Jaguariaíva,1260,4112009
"MULTIPOINT (-49.945381825042475 -24.334943617717673)",Jaguariaíva,1120,4112009
"MULTIPOINT (-52.840704276550547 -24.062111380092588)",Janiópolis,540,4112207
"MULTIPOINT (-53.417769249106435 -24.349467752117796)",Jesuítas,491,4112751
"MULTIPOINT (-49.796843068063545 -25.749205987343746)",Lapa,1028,4113205
"MULTIPOINT (-52.356350520350546 -25.386861283432712)",Laranjeiras do Sul,935,4113304
"MULTIPOINT (-52.999361152535187 -22.931700581233823)",Loanda,486,4113502
"MULTIPOINT (-51.171027902007324 -23.515806127733079)",Londrina,719,4113700
"MULTIPOINT (-52.246538431984263 -24.23188471320319)",Luiziana,744,4113734
"MULTIPOINT (-52.435708019137962 -24.39517288066104)",Luiziana,718,4113734
"MULTIPOINT (-51.830491002171705 -24.152677749931403)",Lunardelli,606,4113759
"MULTIPOINT (-51.694523341425118 -22.707323358352308)",Lupionópolis,384,4113809
"MULTIPOINT (-50.763580552781775 -25.889066267781295)",Mallet,1060,4113908
"MULTIPOINT (-51.804648966771111 -23.614256577645076)",Mandaguari,599,4114203
"MULTIPOINT (-51.636126657726685 -23.482390367250119)",Mandaguari,704,4114203
"MULTIPOINT (-52.313711334861075 -25.983167010113085)",Mangueirinha,990,4114401
"MULTIPOINT (-51.680679974698201 -24.480572602139798)",Manoel Ribas,921,4114500
"MULTIPOINT (-53.041152322530088 -22.775874565997)",Marilena,453,4115002
"MULTIPOINT (-52.257972410639042 -25.231640681683679)",Marquinho,1009,4115457
"MULTIPOINT (-48.859933903102402 -25.608592538031878)",Morretes,1370,4116208
"MULTIPOINT (-48.689780127080674 -25.62504026509874)",Morretes,1502,4116208
"MULTIPOINT (-52.433429866320665 -25.070217244976071)",Nova Laranjeiras,790,4117057
"MULTIPOINT (-53.083579302521123 -23.486306005630034)",Nova Olímpia,455,4117206
"MULTIPOINT (-53.935686293383569 -24.485237377169348)",Nova Santa Rosa,431,4117222
"MULTIPOINT (-49.804095649984248 -25.455734135865193)",Palmeira,1054,4117701
"MULTIPOINT (-50.337022853754391 -25.44831768305562)",Palmeira,976,4117701
"MULTIPOINT (-50.027262529248375 -25.363145246832396)",Palmeira,962,4117701
"MULTIPOINT (-52.321459331887134 -24.897853903434562)",Palmital,810,4117800
"MULTIPOINT (-52.573662397792788 -22.91857129991952)",Paranavaí,482,4118402
"MULTIPOINT (-52.476562369611607 -22.736437032651292)",Paranavaí,464,4118402
"MULTIPOINT (-50.918517027143707 -26.103654093268393)",Paula Freitas,1169,4118600
"MULTIPOINT (-50.739391456365979 -26.023437272305266)",Paulo Frontin,925,4118709
"MULTIPOINT (-51.712058317944454 -25.621235751432238)",Pinhão,978,4119301
"MULTIPOINT (-51.50966408877558 -25.64309037442791)",Pinhão,1186,4119301
"MULTIPOINT (-51.580849246321769 -25.729540293141135)",Pinhão,1212,4119301
"MULTIPOINT (-50.029708291381361 -24.482852250303068)",Piraí do Sul,1235,4119400
"MULTIPOINT (-49.87964777686787 -24.567670717467941)",Piraí do Sul,1359,4119400
"MULTIPOINT (-52.087616702543578 -24.722939624621517)",Pitanga,1020,4119608
"MULTIPOINT (-51.634725998433041 -24.747523437766326)",Pitanga,898,4119608
"MULTIPOINT (-51.894260512086269 -24.677688002598522)",Pitanga,990,4119608
"MULTIPOINT (-51.592843691735865 -23.243873162358348)",Pitangueiras,688,4119657
"MULTIPOINT (-49.912194737340606 -25.137824325798871)",Ponta Grossa,1098,4119905
"MULTIPOINT (-48.46366239677571 -25.638795164883682)",Pontal do Paraná,18,4119954
"MULTIPOINT (-52.172283764846831 -23.312143386361779)",Presidente Castelo Branco,597,4120408
"MULTIPOINT (-49.004820248811278 -25.3842377160192)",Quatro Barras,1480,4120804
"MULTIPOINT (-53.430006883702049 -22.964252971018567)",Querência do Norte,381,4121000
"MULTIPOINT (-53.492558675934049 -22.905240026034292)",Querência do Norte,328,4121000
"MULTIPOINT (-49.535399844197549 -25.901379103293841)",Quitandinha,919,4121208
"MULTIPOINT (-50.893224580562155 -24.484024389675813)",Reserva,1025,4121703
"MULTIPOINT (-50.863098877723971 -24.585802146889506)",Reserva,1091,4121703
"MULTIPOINT (-50.897322554366156 -24.834023263289936)",Reserva,1155,4121703
"MULTIPOINT (-51.883956874928749 -25.730877433948095)",Reserva do Iguaçu,922,4121752
"MULTIPOINT (-51.827061225790906 -25.82534088206986)",Reserva do Iguaçu,1083,4121752
"MULTIPOINT (-51.450717553889355 -23.836492278928372)",Rio Bom,691,4122107
"MULTIPOINT (-52.46589109398046 -25.564915895590431)",Rio Bonito do Iguaçu,775,4122156
"MULTIPOINT (-49.359674920627107 -25.099928623453689)",Rio Branco do Sul,1129,4122206
"MULTIPOINT (-49.576942048280074 -26.049294860883403)",Rio Negro,995,4122305
"MULTIPOINT (-51.480332553949978 -23.348129675905707)",Rolândia,811,4122404
"MULTIPOINT (-52.446151324000333 -24.609755518272436)",Roncador,744,4122503
"MULTIPOINT (-51.885520636035096 -23.097316482499604)",Santa Fé,555,4123402
"MULTIPOINT (-49.046414006158969 -25.694901491836561)",São José dos Pinhais,1333,4125506
"MULTIPOINT (-50.592579866859452 -24.092263322653302)",Telêmaco Borba,820,4127106
"MULTIPOINT (-52.65456777478245 -22.780377781807847)",Terra Rica,639,4127304
"MULTIPOINT (-50.457239705537305 -24.89572995843869)",Tibagi,942,4127502
"MULTIPOINT (-50.671172914325759 -24.843173056878562)",Tibagi,1088,4127502
"MULTIPOINT (-48.997852555033624 -25.900627025925903)",Tijucas do Sul,1665,4127601
"MULTIPOINT (-53.861690536758729 -24.699745405427372)",Toledo,502,4127700
"MULTIPOINT (-48.999877866451428 -25.043300863047257)",Tunas do Paraná,1501,4127882
"MULTIPOINT (-52.936152784330403 -23.922671834039281)",Tuneiras do Oeste,464,4127908
"MULTIPOINT (-53.323045022954069 -23.817469358759006)",Umuarama,494,4128104
"MULTIPOINT (-51.028735991308849 -26.113093627618934)",União da Vitória,1110,4128203
"MULTIPOINT (-50.929434201793264 -25.95733645125819)",União da Vitória,1185,4128203
"MULTIPOINT (-50.325679781671738 -24.099732909887333)",Ventania,1038,4128534
"MULTIPOINT (-50.305952114865612 -24.342618019553612)",Ventania,1014,4128534
"MULTIPOINT (-50.200680691736089 -24.337752888785317)",Ventania,1027,4128534
"MULTIPOINT (-50.214696857166523 -24.1699468124317)",Ventania,1020,4128534
"MULTIPOINT (-53.559871142023326 -23.74330737537078)",Xambrê,442,4128807
"MULTIPOINT (-51.08457028243059 -27.56286606700775)",Abdon Batista,1031,4200051
"MULTIPOINT (-51.737842736984817 -26.590356880956975)",Água Doce,1311,4200408
"MULTIPOINT (-48.970515586914907 -27.584923575019243)",Angelina,878,4200903
"MULTIPOINT (-51.069480672389808 -27.814942872133379)",Anita Garibaldi,1019,4201000
"MULTIPOINT (-49.810211647815542 -27.483610041165566)",Atalanta,929,4201802
"MULTIPOINT (-49.569922311785625 -27.377535652187728)",Aurora,710,4201901
"MULTIPOINT (-50.562879587045757 -26.355606000304668)",Bela Vista do Toldo,1175,4202131
"MULTIPOINT (-50.415954312622986 -26.33941507904013)",Bela Vista do Toldo,978,4202131
"MULTIPOINT (-49.489576025910083 -26.792594714832699)",Benedito Novo,813,4202206
"MULTIPOINT (-51.370850905034629 -26.71037976031306)",Caçador,1390,4203006
"MULTIPOINT (-51.222542610807125 -26.679768686948897)",Caçador,1331,4203006
"MULTIPOINT (-50.911214685619868 -26.600110429807575)",Calmon,1233,4203154
"MULTIPOINT (-50.608531952270262 -28.152317205695759)",Capão Alto,1068,4203253
"MULTIPOINT (-50.523974869994362 -27.924257761755374)",Capão Alto,1120,4203253
"MULTIPOINT (-50.416392414694563 -27.973011703839713)",Capão Alto,1173,4203253
"MULTIPOINT (-48.76784338051872 -27.322576266967264)",Canelinha,766,4203709
"MULTIPOINT (-52.696641535384231 -27.068761574602217)",Chapecó,705,4204202
"MULTIPOINT (-49.612696931012287 -26.705245804239745)",Doutor Pedrinho,1055,4205159
"MULTIPOINT (-48.381639198417879 -27.471788649004189)",Florianópolis,255,4205407
"MULTIPOINT (-48.478352979632852 -27.57577802429055)",Florianópolis,493,4205407
"MULTIPOINT (-48.49119571904707 -27.668497458116192)",Florianópolis,210,4205407
"MULTIPOINT (-48.546414392514663 -27.721893779515081)",Florianópolis,519,4205407
"MULTIPOINT (-50.861587662570862 -27.112123351204414)",Fraiburgo,1070,4205506
"MULTIPOINT (-48.68217852203091 -28.026918451993954)",Garopaba,516,4205704
"MULTIPOINT (-48.956090364906217 -26.016686821753538)",Garuva,1538,4205803
"MULTIPOINT (-48.583968625068209 -27.411310966534856)",Governador Celso Ramos,445,4206009
"MULTIPOINT (-48.967406166280384 -28.369053145128497)",Gravatal,168,4206207
"MULTIPOINT (-49.486659525681297 -26.93792969767161)",Ibirama,992,4206900
"MULTIPOINT (-48.932484781562962 -26.801136704365558)",Ilhota,811,4207106
"MULTIPOINT (-48.823356705523679 -28.284145045700917)",Imaruí,510,4207205
"MULTIPOINT (-48.692873679560101 -28.226007101929678)",Imbituba,506,4207304
"MULTIPOINT (-49.180583875394724 -27.097476363703798)",Indaial,1039,4207502
"MULTIPOINT (-51.306381381307531 -27.006945977924651)",Iomerê,1221,4207577
"MULTIPOINT (-51.920468319603479 -27.016127935814467)",Irani,1139,4207809
"MULTIPOINT (-49.911560217921391 -26.520212639928189)",Itaiópolis,783,4208104
"MULTIPOINT (-49.883700127173654 -26.255189395439782)",Itaiópolis,974,4208104
"MULTIPOINT (-49.207394684006033 -26.280905113997868)",Jaraguá do Sul,1155,4208906
"MULTIPOINT (-49.578953039649676 -26.953379779424676)",José Boiteux,813,4209151
"MULTIPOINT (-50.322941889613197 -28.293421900860253)",Lages,1114,4209300
"MULTIPOINT (-50.518463088036704 -28.374027513039106)",Lages,1057,4209300
"MULTIPOINT (-50.540143305932844 -28.28330148341032)",Lages,1022,4209300
"MULTIPOINT (-50.388791257366769 -28.009735391582073)",Lages,1173,4209300
"MULTIPOINT (-50.266527367399888 -28.260705264542789)",Lages,1168,4209300
"MULTIPOINT (-50.247277167531678 -27.709850158826427)",Lages,1225,4209300
"MULTIPOINT (-49.37990377490398 -28.394802531245457)",Lauro Muller,349,4209607
"MULTIPOINT (-50.729912043085506 -26.740364827164349)",Lebon Régis,1293,4209706
"MULTIPOINT (-50.841155400801711 -26.838226109615981)",Lebon Régis,1175,4209706
"MULTIPOINT (-50.575686876056864 -26.809874359563054)",Lebon Régis,1425,4209706
"MULTIPOINT (-49.695877080632656 -26.365789675944338)",Mafra,950,4210100
"MULTIPOINT (-49.953646871843013 -26.092057963174476)",Mafra,930,4210100
"MULTIPOINT (-49.130484806560119 -27.498075916029592)",Major Gercino,905,4210209
"MULTIPOINT (-50.422039419811121 -26.578858167200003)",Major Vieira,1210,4210308
"MULTIPOINT (-49.406309341719201 -28.833049370789453)",Maracajá,292,4210407
"MULTIPOINT (-48.930542268427693 -26.629698778442929)",Massaranduba,590,4210605
"MULTIPOINT (-51.027535285473839 -26.427368947285096)",Matos Costa,1278,4210704
"MULTIPOINT (-53.520758069114308 -27.103874910600556)",Mondaí,564,4211009
"MULTIPOINT (-50.07622282914032 -27.401154777705564)",Otacílio Costa,914,4211751
"MULTIPOINT (-52.28369756807308 -26.662052431255663)",Ouro Verde,941,4211850
"MULTIPOINT (-50.127747418042844 -27.95175514115947)",Painel,1325,4211892
"MULTIPOINT (-50.212873242966317 -26.780183290399926)",Papanduva,1280,4212205
"MULTIPOINT (-48.738217535543498 -28.086607332850704)",Paulo Lopes,533,4212304
"MULTIPOINT (-49.2193251972135 -28.530688272712094)",Pedras Grandes,470,4212403
"MULTIPOINT (-49.764399226821233 -27.578668725340382)",Petrolândia,1219,4212700
"MULTIPOINT (-50.386573189366139 -27.38366661420023)",Ponte Alta,1125,4213302
"MULTIPOINT (-50.292533940699599 -27.171357457581657)",Ponte Alta do Norte,1168,4213351
"MULTIPOINT (-50.50323777119916 -27.17466883654626)",Ponte Alta do Norte,1035,4213351
"MULTIPOINT (-50.92889096405608 -26.332233353535152)",Porto União,1075,4213609
"MULTIPOINT (-49.85189887542041 -29.132530720793113)",Praia Grande,69,4213807
"MULTIPOINT (-49.485506133393024 -27.299103049797221)",Presidente Nereu,971,4214102
"MULTIPOINT (-49.771933402040311 -27.139588329128525)",Rio do Oeste,596,4214607
"MULTIPOINT (-49.218487706460969 -26.662869401943535)",Rio dos Cedros,931,4214706
"MULTIPOINT (-49.425706428606077 -26.561487017354466)",Rio dos Cedros,1025,4214706
"MULTIPOINT (-49.562089602306202 -26.497400208696568)",Rio Negrinho,983,4215000
"MULTIPOINT (-50.090331269974492 -26.985789117884934)",Salete,1038,4215307
"MULTIPOINT (-50.410354407452047 -26.819794364315445)",Santa Cecília,1325,4215505
"MULTIPOINT (-49.910685348945407 -26.717415749736812)",Santa Terezinha,685,4215679
"MULTIPOINT (-50.048845000961556 -26.719534412648038)",Santa Terezinha,975,4215679
"MULTIPOINT (-48.806690514286501 -27.817710110900396)",Santo Amaro da Imperatriz,1250,4215703
"MULTIPOINT (-48.899566431615312 -28.068290201818062)",São Bonifácio,890,4215901
"MULTIPOINT (-53.060007140203624 -27.028269565745788)",São Carlos,538,4216008
"MULTIPOINT (-50.283508008831916 -28.389550936220111)",São Joaquim,1147,4216503
"MULTIPOINT (-50.715303895369289 -27.513818724881741)",São José do Cerrito,1129,4216800
"MULTIPOINT (-48.888724852768526 -28.136962128578418)",São Martinho,855,4217105
"MULTIPOINT (-51.125537484043413 -27.220657379289779)",Tangará,1217,4217907
"MULTIPOINT (-50.593179525706802 -26.640403828964491)",Timbó Grande,1125,4218251
"MULTIPOINT (-50.222654024857682 -26.223034153750906)",Três Barras,875,4218301
"MULTIPOINT (-49.146813248734858 -28.589482755139553)",Treze de Maio,442,4218400
"MULTIPOINT (-49.08832557373664 -28.378284219553745)",Tubarão,540,4218707
"MULTIPOINT (-49.492951691332685 -28.115334142010376)",Urubici,1822,4218905
"MULTIPOINT (-49.593724079523426 -27.91428460069309)",Urubici,1410,4218905
"MULTIPOINT (-49.320450202777828 -27.906388850380822)",Urubici,1827,4218905
"MULTIPOINT (-49.405954137765121 -28.505427636593588)",Urussanga,511,4219002
"MULTIPOINT (-50.953040269727097 -27.40204866277243)",Vargem,1025,4219150
"MULTIPOINT (-52.264600160780333 -27.013767794626006)",Xavantina,995,4219606
"MULTIPOINT (-51.503858878838933 -27.41110685930952)",Zortéa,905,4219853
"MULTIPOINT (-52.106505925174723 -31.976644492516716)",,16,4300002
"MULTIPOINT (-54.088623448363244 -31.589722430540149)",Aceguá,209,4300034
"MULTIPOINT (-52.068417764764192 -28.292115301741315)",Água Santa,835,4300059
"MULTIPOINT (-52.021406168598602 -28.217193828664371)",Água Santa,825,4300059
"MULTIPOINT (-53.234593292905615 -29.538018123024848)",Agudo,559,4300109
"MULTIPOINT (-53.039320515080256 -29.551066748029761)",Agudo,609,4300109
"MULTIPOINT (-56.111869079743258 -30.061652494290243)",Alegrete,238,4300406
"MULTIPOINT (-56.174037766637007 -29.56024663992757)",Alegrete,201,4300406
"MULTIPOINT (-55.667411611129509 -29.952992608815929)",Alegrete,211,4300406
"MULTIPOINT (-55.559656061707621 -30.073010230280694)",Alegrete,216,4300406
"MULTIPOINT (-55.354175805006321 -29.892157275236947)",Alegrete,238,4300406
"MULTIPOINT (-52.887595301451377 -28.111443323547764)",Almirante Tamandaré do Sul,612,4300471
"MULTIPOINT (-51.280295243735154 -29.348281585793234)",Alto Feliz,660,4300570
"MULTIPOINT (-51.353566605983232 -28.900404874429572)",Antônio Prado,807,4300802
"MULTIPOINT (-51.401918621505054 -28.854241437995277)",Antônio Prado,790,4300802
"MULTIPOINT (-51.529809497670982 -31.035564348256596)",Arambaré,3,4300851
